Department Name,Course Catalogue Number,Course Name,Description,Graduate/Undergraduate,Lab,Year,Keywords
"
				Agricultural Economics (AECN)
			",AECN325,Marketing of Agricultural Commodities,Description: Operation and use of agricultural commodity markets and institutions as applied to enterprise and firm risk management. Cash; futures and futures option markets; basis; hedging; price discovery; fundamental analysis; and risk management strategies.,Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Economics (AECN)
			",AECN336,Grain Merchandising,"Description: Study of grain merchandising concepts, tools, and strategies as they relate to grain buyers.  Focus on integration of topics from this course and AECN 235 to help students understand how grain is traded from the perspective of the grain buyer.",Undergraduate,FALSE,2020-2021,[' grain']
"
				Agricultural Economics (AECN)
			",AECN340,Quantitative Methods in Agribusiness,"Description: Learn how to apply, integrate and adapt economic theory tools and use quantitative data to address current important issues in agricultural markets and to think critically and analytically about economic issues in general and managerial decisions in particular. Use Excel to organize, analyze and present quantitative data and learn how quantitative data can be used to support economic decision making in agribusiness.",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Economics (AECN)
			",AECN345,Policy Issues in Agriculture and Natural Resources,"Description: History, development, programs, and analysis of public policy issues in agriculture and natural resources.  Analysis of science, economic, and political factors involved in policy development.  Farm policy and farm structure, food and nutrition, trade and development, natural resources, the environment, and bioenergy, with special attention to issues and policies impacting Nebraska.",Undergraduate,FALSE,2020-2021,"['agri', 'farm', 'food', ' nutri']"
"
				Agricultural Economics (AECN)
			",AECN346,World Food Economics,"Description: Description and economic evaluation of world food systems, including production, distribution, and consumption in developing and industrialized countries. Economic implications of alternative means for meeting world food needs, with emphasis on the social science aspects of the world food availability and needs, policies, and the economics of technological change. Familiarity with spreadsheets (Excel) required.",Undergraduate,TRUE,2020-2021,['food']
"
				Agricultural Economics (AECN)
			",AECN357,Natural Resource and Environmental Law,Description: Environmental impact review; air and water pollution control; solid and hazardous waste control; endangered species and habitat preservation; land use regulation; state and federal water rights law.,Undergraduate,FALSE,2020-2021,['land']
"
				Agricultural Economics (AECN)
			",AECN367,Agricultural Development in Developing Countries,"Description: Exploration of the nature of traditional agriculture in developing countries of Africa, Asia, and Latin America and alternative approaches to accelerating its development. Explores the role of the agricultural sector in the overall development process. Familiarity with using spreadsheets (Excel) required.",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Economics (AECN)
			",AECN376,Rural Community Economics,Description: Application of economic and social principles and concepts relevant to understanding rural communities and the issues and problems they face. Public decision-making process and the skills necessary for constructive participation in community affairs.,Undergraduate,FALSE,2020-2021,[' rural ']
"
				Agricultural Economics (AECN)
			",AECN388,Ethics in Agriculture and Natural Resources,"Description: Ethics focusing on agricultural and natural resource issues. Using case studies from the professional workplace and contemporary society, develops intellectual skills necessary to reflect critically on ethical issues and apply appropriate conceptual tools for resolution of issues arising from conflicting ethical and value systems.",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Economics (AECN)
			",AECN391,Special Topics in Agricultural Economics,"Description: Readings, discussion, and analysis of current theory, issues, problems, research, and practice in agricultural economics, natural resource economics, and agribusiness. Topics vary.",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Economics (AECN)
			",AECN401,Advanced Farm Management and Linear Programming,"Description: The role of budgeting and linear programming in analyzing farm organization problems, theory of linear programming, linear program design, and analysis of linear programmed solutions to farm organization problems. Includes goal programming, multiple objective programming, risk programming, and financial modeling.",Undergraduate,FALSE,2020-2021,['farm']
"
				Agricultural Economics (AECN)
			",AECN416,Advanced Agribusiness Management,"Description: Conduct industry and business research in strategic management of an agribusiness. Internal and external factors and competitive forces, affecting the firm. Integration of concepts from various economic and business disciplines.",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Economics (AECN)
			",AECN420,International Food and Agricultural Trade,"Description: Application of basic principles of international trade and finance to food and agricultural trade. Particular attention to current policy issues in agricultural trade such as the pros and cons of regional trade blocks, alternative agricultural and trade policies, the effects of exchange rate variation on agricultural trade, and trade and environmental protection. Familarity with spreadsheets (Excel) is required.",Undergraduate,FALSE,2020-2021,"['agri', 'food']"
"
				Agricultural Economics (AECN)
			",AECN425,Agricultural Marketing in a Multinational Environment,Description: Systems approach to evaluating the effects of current domestic and international political and economic events on agricultural markets.,Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Economics (AECN)
			",AECN435,Advanced Agricultural Marketing Management,"Description: Marketing: farm, ranch, and agribusiness firm management. Risk management strategies using combinations of derivatives and insurance products. Advanced trading and merchandising strategies using fundamental and technical analysis.",Undergraduate,FALSE,2020-2021,"['agri', 'farm', ' ranch']"
"
				Agricultural Economics (AECN)
			",AECN445,Agricultural and Natural Resource Policy Analysis,Description: Introduction to the application of economic concepts and tools to the analysis and evaluation of public policies. Economic approaches to policy evaluation derived from welfare economics. Social benefit-cost analysis described and illustrated through applications to current agricultural and natural resource policy issues.,Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Economics (AECN)
			",AECN452,Agricultural Finance,Description: Principles and concepts of financial management of farm and agribusiness firms developed. Various strategies for acquiring and using capital resources by the individual firm explored. Institutions providing the sources of agricultural credit are individually studied.,Undergraduate,FALSE,2020-2021,"['agri', 'farm']"
"
				Agricultural Economics (AECN)
			",AECN453,Agricultural and Rural Property Appraisal,"Description: Valuation of agricultural and rural real estate traced from the underlying theory of value through full development of principles, practices, and factors used by the appraisal profession to estimate value. The income approach, the market data approach, and the cost approach to value developed in detail. Appraisal procedure analyzed for such special purposes as farm loans, tax assessment, and condemnation.",Undergraduate,FALSE,2020-2021,"['agri', 'farm', ' rural ']"
"
				Agricultural Economics (AECN)
			",AECN457,Water Law,Description: Environmental impact review; public trust doctrine; endangered species; land use controls; wetlands regulation; surface and ground water rights; Indian and federal water rights; impact of water quality regulations on water allocation.,Undergraduate,FALSE,2020-2021,['land']
"
				Agricultural Economics (AECN)
			",AECN465,Resource and Environmental Economics II,"Description: Application of resource economics concepts and empirical tools to resource management problems. Public policy issues involving environmental quality, land and water management.",Undergraduate,FALSE,2020-2021,['land']
"
				Agricultural Economics (AECN)
			",AECN471,Agricultural Marketing and Product Development I,"Description: Selection of an agriculturally related product or service and the development of a comprehensive marketing plan. Market analysis of physical, economic and financial feasibility and formalization of an effective promotional product campaign.",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Economics (AECN)
			",AECN472,Agricultural Marketing and Product Development II,Description: Further refinement in the development of marketing plan from AECN 471. Condensation of marketing plan into executive summary and preparation of professional oral presentation. Extensive interaction with the local agribusiness community and participation in national agri-marketing competition.,Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Economics (AECN)
			",AECN474,Cooperatives,"Description: Role of cooperatives in market-oriented economies presented. Topics include cooperative business principles, the economic theory of cooperative pricing decisions, the fundamentals of co-op accounting principles, financing, decision making, and taxation. Focus will be primarily upon traditional agricultural cooperatives; other types of cooperatives will be examined in some detail.",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Economics (AECN)
			",AECN495A,Internship in Agricultural Financing and Banking,"Description: Internship experience in agricultural finance, banking, lending, or management through employment in a financial institution.",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Economics (AECN)
			",AECN495B,Internship in Food Products Marketing Management,"Description: Internship experience in food products marketing, supply chain and firm management, and related areas through employment in agribusiness and food products production or marketing firms.",Undergraduate,FALSE,2020-2021,"['agri', 'food']"
"
				Agricultural Economics (AECN)
			",AECN495C,Internship in Agricultural and Public Policy,Description: Internship with Congressional delegations or committees; government agencies; non-governmental organizations; or related groups and areas that provides a focus on agricultural or public policy issues and development.,Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Economics (AECN)
			",AECN495E,Internship in Agricultural Industry and Agribusiness,"Description: Internship designed to give students hands-on experience in the agricultural industry and agribusiness. Development of practical experience and skills in identifying, understanding, analyzing, and addressing issues and opportunities in the agricultural industry and agribusiness",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Engineering (AGEN)
			",AGEN100,Introduction to Biological Engineering and Agricultural Engineering,"Description: Description of careers in biomedical, environmental, water resources, food and bioproducts, and agricultural engineering. The human, economic and environmental impacts of engineering in society. Communication, design, teamwork, and the role of ethics and professionalism in engineering work.",Undergraduate,FALSE,2020-2021,"['agri', 'food']"
"
				Agricultural Engineering (AGEN)
			",AGEN112,Computer-Aided Problem-Solving,"Description: Problem solving techniques and procedures through the use of Excel, MATLAB, and graphical methods. Emphasis on problem/solution communications with topics and problems from agricultural engineering and biological systems engineering.",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Engineering (AGEN)
			",AGEN225,Engineering Properties of Biological Materials,"Description: Physical properties important to the design of harvesting, storage, and processing systems for agricultural crops; principles and techniques for measurement of properties including frictional effects, particle size, strength, moisture content, specific heat, and thermal conductivity.",Undergraduate,FALSE,2020-2021,"['agri', 'crop', 'harvest']"
"
				Agricultural Engineering (AGEN)
			",AGEN260,Instrumentation I for Agricultural and Biological Systems Engineering,"Description: Developing concepts in instrumentation relevant to agricultural and biological systems. Fundamental concepts of charge, current, voltage, impedance, power, and circuit analysis within the context of biological engineering. Introduction to sensors and their applications. Data collection using modern acquisition hardware and software. Electrical safety and effects of electricity on the human body.",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Engineering (AGEN)
			",AGEN324,Mechanics of Materials for Agricultural and Biological Systems Engineering,"Description: Development of the concepts of stress and strain relevant to agricultural and biological systems.  Stress analysis of axial, torsional, and bending stresses, combined loading analysis, deflection evaluation, static and dynamic failure theory. Practical applications in agricultural and biological systems will be discussed.",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Engineering (AGEN)
			",AGEN344,Biological and Environmental Transport Processes,"Description: Introduction to concurrent transport of energy and mass in biological and environmental processes. Modes of heat transfer, steady and non-steady state heat conduction, convective heat transfer, radiative heat transfer, and heat transfer with phase change. Equilibrium, kinetics, and modes of mass transfer, diffusion, dispersion, and convective mass transfer. Soil freezing and thawing, energy and mass balances of crops, diffusivities of membranes, photosynthesis, human and animal energy balances, and respiration.",Undergraduate,FALSE,2020-2021,"[' animal', 'crop', 'freez']"
"
				Agricultural Engineering (AGEN)
			",AGEN350,Soil and Water Resources Engineering,"Description: Introduction to soil and water resources and the engineering processes used to analyze watersheds. Soil water relations, evapotranspiration, precipitation, runoff, erosion, flow in natural waterways and through reservoirs, wetland and groundwater hydrology, and water quality. Geographic information system utilized to develop maps and analyze watershed characteristics. A selected watershed is investigated.",Undergraduate,FALSE,2020-2021,"[' groundwater ', 'land', ' soil']"
"
				Agricultural Engineering (AGEN)
			",AGEN424,Machine Design in Agricultural Engineering,"Description: Design of machine elements. Definition, analysis, and solution of a design problem in agricultural engineering.",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Engineering (AGEN)
			",AGEN431,Site-specific Crop Management,Description: Principles and concepts of site-specific management. Evaluation of geographic information systems for crop production practices. Practical experience with hardware and software necessary for successful application of information affecting crop management.,Undergraduate,FALSE,2020-2021,['crop']
"
				Agricultural Engineering (AGEN)
			",AGEN436,Embedded Controls for Agricultural Applications,"Description: Introduction to the basics of embedded controller programming, and the development of Controller Area Network (CAN) bus systems in agricultural applications. Interfacing sensors with analog and digital signals, closed loop control of actuators, transmission and reception of CAN messages, programming of CAN messages in a distributed controller set up for sensor data acquisition, and actuator control will be studied.",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Engineering (AGEN)
			",AGEN441,Animal Waste Management,"Description: Characterization of wastes from animal production. Specification and design of collection, transport, storage, treatment, and land application systems. Air and water pollution, regulatory and management aspects.",Undergraduate,FALSE,2020-2021,"[' animal', 'land']"
"
				Agricultural Engineering (AGEN)
			",AGEN446,Unit Operations of Biological Processing,"Description: Application of heat, mass, and moment transport in analysis and design of unit operations for biological and agricultural materials. Evaporation, drying, distillation, extraction, leaching, thermal processing, membrane separation, centrifugation, and filtration.",Undergraduate,FALSE,2020-2021,"['agri', ' distill']"
"
				Agricultural Engineering (AGEN)
			",AGEN453,Irrigation and Drainage Systems Engineering,"Description: Analytical and design consideration of evapotranspiration, soil moisture, and water movement as related to irrigation and drainage systems; analysis and design of components of irrigation and drainage systems including water supplies, pumping plants, sprinkler systems, and center pivots.",Undergraduate,FALSE,2020-2021,"[' irrigat', ' soil', ' sprinkler']"
"
				Agricultural Engineering (AGEN)
			",AGEN460,Instrumentation and Controls,"Description: Analysis and design of instrumentation and controls for agricultural and biological production, management and processing. Theory of basic sensors and transducers, analog and digital electrical control circuits, and the interfacing of computers with instruments and controls. Emphasis on signal analysis and interpretation for improving system performance.",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Leadership Education & Communications (ALEC)
			",ALEC134,"Agricultural Leadership, Education and Communication Careers","Description: Explore the career opportunities available in agricultural leadership, education and communication focusing on agribusiness, industry training positions, secondary agriscience instruction, extension education, agricultural and environmental sciences communication, and international agricultural education.  Course has guest speakers and field trips.",Undergraduate,TRUE,2020-2021,['agri']
"
				Agricultural Leadership Education & Communications (ALEC)
			",ALEC135,"Early Field Experience in Agricultural Leadership, Education and Communication","Description: An exploration of the history, philosophy, goals, and objectives of career and Technical Education, more specifically, School-Based Agricultural Education. An introduction to lesson plan development, objective/essential question writing, and peer teaching will provide knowledge and skills that will be used in an early field experience. The early field experience will provide a platform for critical reflection that will help mold future agricultural teachers.",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Leadership Education & Communications (ALEC)
			",ALEC136,Fundamentals of Agricultural and Environmental Sciences Communication,"Description: Introduction to the study of agricultural and environmental sciences communications. Strategies and techniques for success in the major and college courses generally using a systems thinking approach, fundamental concepts of communicating information related to science, environment, agriculture and natural resources to internal and external audiences, and job shadowing experience to help prepare for careers in the field.",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Leadership Education & Communications (ALEC)
			",ALEC200,Writing for Agriculture and Natural Resources,"Description: Application of generally accepted practices for students desiring a communications career in agricultural and/or environmental sciences. Associated Press writing style, audience analysis, interviewing skills, writing mechanics, nuances of both verbal and nonverbal communication and professional collaboration.",Undergraduate,TRUE,2020-2021,['agri']
"
				Agricultural Leadership Education & Communications (ALEC)
			",ALEC207,Communicating to Public Audiences,"Description: Concepts and techniques of public relations. Skills and theory for relating to government, corporate, and other agricultural public audiences.",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Leadership Education & Communications (ALEC)
			",ALEC234,Planning Leadership and Experience Programs,"Description: Theory of experiential education to middle school and secondary agricultural education programs, especially leadership and career education. Development of Supervised Agricultural Experiences (SAE), Young Adult/Farmer, FFA, and alumni activities, appropriate to the community, school, and student needs using electronic technology in learning how to teach Nebraska's agricultural education financial management system.",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Leadership Education & Communications (ALEC)
			",ALEC240,Digital Photography and Visual Communication for Agriculture and the Environment,"Description: Digital photography theory and tools to deliver science-based agricultural and environmental information for diverse audiences. Develop an understanding of and apply digital photography concepts such as composition, lighting, landscape, portrait, and editing in the development of a final photo essay project for a real-world audience.",Undergraduate,FALSE,2020-2021,"['agri', 'land']"
"
				Agricultural Leadership Education & Communications (ALEC)
			",ALEC241,Mobile Video Production of Agricultural and Environmental Issues,"Description: Use mobile devices to research agricultural and environmental science topics, conduct and record video interviews with scientists about controversial scientific topics, record footage in science labs and field sites, and produce final videos for real-world audiences. Gain experience with digital storytelling theory and techniques.",Undergraduate,TRUE,2020-2021,['agri']
"
				Agricultural Leadership Education & Communications (ALEC)
			",ALEC305,Presentation Strategies for Agricultural Audiences,"Description: Presentation strategies used in agribusiness, education, government and public service. Attention to audience need, organization, methodology and management of presentation resource, especially electronic technology.",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Leadership Education & Communications (ALEC)
			",ALEC308,Laboratory Instruction and Management,"Description: Planning, conducting, and administering the instructional programs related to experientially based education in school laboratory settings. Variety of laboratory settings, including agricultural mechanics, greenhouse, soils, etc.",Undergraduate,TRUE,2020-2021,"['agri', ' greenhouse', ' soil']"
"
				Agricultural Leadership Education & Communications (ALEC)
			",ALEC330,Foundations of Cooperative Extension,"Description: Cooperative Extension in a variety of settings and its role in the land-grant mission. Processes for developing and conducting need-driven, research-based, extension programs. Relationships with public and private agencies. Straegies for volunteerism.",Undergraduate,FALSE,2020-2021,['land']
"
				Agricultural Leadership Education & Communications (ALEC)
			",ALEC331,Supervised Field Experiences,Description: Field course of supervised observation and participation with various phases of agricultural education and/or agribusiness.,Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Leadership Education & Communications (ALEC)
			",ALEC350,"Agriculture, the Environment & Science in the Media","Description: How agriculture, the environment, and science are covered in media by news media outlets. Use of framing theory as a foundation to understand why messages are crafted in certain ways, how and why news media portray topics and issues using certain metaphors and story lines. Creation of effective media messages related to topics using framing, how to handle and respond to media requests, and interact with members of the media.",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Leadership Education & Communications (ALEC)
			",ALEC388,Ethics in Agriculture and Natural Resources,"Description: Ethics focusing on agricultural and natural resource issues. Using case studies from the professional workplace and contemporary society, develops intellectual skills necessary to reflect critically on ethical issues and apply appropriate conceptual tools for resolution of issues arising from conflicting ethical and value systems.",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Leadership Education & Communications (ALEC)
			",ALEC393,Digital Imaging and Storytelling in Agriculture and Natural Resources,"Description: Concepts and techniques related to use of remote and automated digital camera technology to capture images in agriculture and natural resources contexts to communicate a narrative/story. Completion of individual project using a variety of technologies including camera traps, time-lapse camera systems, remote triggered cameras, as well as traditional audio and video and conventional photography.",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Leadership Education & Communications (ALEC)
			",ALEC405,Methods of Instruction for Secondary Agriscience Education,"Description: Instructional delivery of a secondary agricultural education program in the public school system. Organizing instructional content, individual lesson planning, methods of formal instructional delivery, student behavior management, instructing the handicapped and disadvantage, and student testing. Considerable time is spent on undergraduates demonstrating instructional delivery.",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Leadership Education & Communications (ALEC)
			",ALEC410,Environmental Leadership,Description: Major leaders in conservation and ecology that emphasizes agricultural and cultural issues and relationships with the environment.,Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Leadership Education & Communications (ALEC)
			",ALEC417,Issues Management and Crisis Communications in Agriculture,Description: Fundamental components of issues management and crisis communications. Learning experiences in agriculture and natural resources that provide an understanding of issues facing the respective field of study.,Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Leadership Education & Communications (ALEC)
			",ALEC421,Agricultural & Environmental Sciences Communication Practicum,"Description: This is a project course for students enrolled in the Agricultural and Environmental Communications program. It provides students the opportunity to develop, plan, and execute a project of their own design to showcase skills and knowledge gained through coursework. Students are guided by course instructor(s) and collaborate with additional identified faculty with appropriate expertise in agricultural sciences and natural resources.",Undergraduate,TRUE,2020-2021,['agri']
"
				Agricultural Leadership Education & Communications (ALEC)
			",ALEC431,Student Teaching,Description: Guided participation in various phases of a public school agricultural education program.,Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Leadership Education & Communications (ALEC)
			",ALEC480,Capstone Experience in Agricultural and Environmental Sciences Communication,"Description: Investigate topics identified by IANR as critical to Nebraska agriculture and research, conduct interviews, write, edit, design and assist in the production of print and multimedia versions of the Strategic Discussions for Nebraska publication. Emphasis on factual, complete, accurate and clear communication of complex scientific and sociologically important issues in Nebraska agriculture. Learning to communicate research and science-based agricultural concepts to public audiences.",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Leadership Education & Communications (ALEC)
			",ALEC494,Undergraduate Seminar in Agricultural Education,Description: Philosophy and relationship of agricultural education in the public schools. Development and coordination of adult and continuing agricultural education programs.,Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Leadership Education & Communications (ALEC)
			",ALEC495A,Internship in Leadership Development,"Description: Internship in a selected agribusiness, industry, or agency. Collaboration development of a training program and leadership activities.",Undergraduate,TRUE,2020-2021,['agri']
"
				Agricultural Leadership Education & Communications (ALEC)
			",ALEC495B,Internship in Agricultural and Environmental Sciences Communication,Description: Internship experience with an organization selected by student and approved by instructor in an agricultural or environmental sciences organization where the focus of the internship is related broadly to communications.,Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Sciences (AGRI)
			",AGRI115,"Biotechnology: Food, Health and Environment","Description: Application of biotechnology to genetically engineer, identify, select or propagate microbes, plants or animals. Scientists who use biotechnology to solve problems with the environment, with our food system, or with human health.",Undergraduate,FALSE,2020-2021,"[' animal', 'food']"
"
				Agricultural Sciences (AGRI)
			",AGRI192,Justin Smith Morrill Scholars Seminar,"Description: Introduction to the Justin Smith Morrill Scholars Program.  Discussion of critical issues facing society with an emphasis on food, agriculture, natural resources, and rural landscapes.  Strategies to develop and implement issue-based civic engagement activities.  Discussion of the Morrill Land-Grants Acts and the life and accomplishments of Justin Smith Morrill.",Undergraduate,FALSE,2020-2021,"['agri', 'food', 'land', ' rural ']"
"
				Agricultural Sciences (AGRI)
			",AGRI200,Introduction to Pesticides and Their Use,"Description: Overview of pesticide uses and alternatives that influence the management of pest populations. Factors that must be considered in making decisions to utilize pesticides, including state and federal legal requirements. Completion of course will satisfy state and federal requirements for certification of private applicators applying ""restricted use pesticides."" Two field trips.",Undergraduate,FALSE,2020-2021,[' pest']
"
				Agricultural Sciences (AGRI)
			",AGRI282,Introduction to Global Agricultural and Natural Resources Issues,"Description: Overview of global relationships in agriculture and natural resources that affect Nebraska, the United States, and the world. Emphasis on gaining perspectives of the social, technological, economic, environmental, and political issues impacting the world food system.",Undergraduate,FALSE,2020-2021,"['agri', 'food']"
"
				Agricultural Sciences (AGRI)
			",AGRI310,Study Tours in International Agriculture,"Description: Individual or group educational experience combining classroom lectures, discussions, and/or seminars with tours to broaden the student's knowledge of specific aspects of agriculture in some foreign country. Choice of subject matter and coordination of on- and off-campus study is at the discretion of the instructor.",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Sciences (AGRI)
			",AGRI311,Study Tours in US Agriculture,"Description: Individual or group educational experience combining classroom lectures, discussions, and/or seminars with off-campus tours to broaden the student's knowledge of specific aspects of US agriculture. Choice of subject matter and coordination of on- and off-campus study is at the discretion of the instructor.",Undergraduate,FALSE,2020-2021,['agri']
"
				Agricultural Sciences (AGRI)
			",AGRI375,Innovations for Agriculture,"Description: Explore sustainability challenges in plant and animal agricultural systems, assess current solutions, and identify opportunities for innovation. Research, develop, prototype, test, and pitch an innovative product, service, or technology for agriculture.",Undergraduate,FALSE,2020-2021,"['agri', ' animal']"
"
				Agricultural Sciences (AGRI)
			",AGRI389,Agricultural Concerns Seminar,"Description: Forum for the exchange of current information on rural issues and agricultural ethics. Includes guest speakers, film documentaries, group discussions, and panel discussions.",Undergraduate,FALSE,2020-2021,"['agri', ' rural ']"
"
				Agricultural Sciences (AGRI)
			",AGRI462,Invasive Pests and International Trade,"Description: Examination of the global issue of the impact of invasive pests on international trade, food production, and ability to feed increasing populations in the future. Focus on how local changes have biological, economic and social consequences at the global level and impact sustainability. Covers pest introductions and pathways, impact on global agriculture and trade, principles and practices in agricultural pest risk analysis and international cooperation.",Undergraduate,FALSE,2020-2021,"['agri', ' feed ', 'food', ' pest']"
"
				Agronomy (AGRO)
			",AGRO100,"Plants, Landscapes, & the Environment","Description: Introduction to a diverse range of plant and landscape systems and management strategies for balancing economic and environmental sustainability. Foundational principles of plant biology, landscape ecology, and environmental science using real-world case studies.",Undergraduate,FALSE,2020-2021,['land']
"
				Agronomy (AGRO)
			",AGRO127,Survey of Turfgrass and Landscape Management,"Description: Introduction to careers, internships and co-curricular activities in turfgrass and landscape management.",Undergraduate,FALSE,2020-2021,['land']
"
				Agronomy (AGRO)
			",AGRO131,Plant Science,"Description: Biology of plants grown for food, fiber, fun, or fuel. Plant life cycles in managed ecosystems and their role in global carbon and water cycles. Mechanisms plants use to drive and control their growth, propagate, and change to compete with other organisms in their environment.",Undergraduate,FALSE,2020-2021,"[' fiber', 'food']"
