Department Name,Course Catalogue Number,Course Name,Description,Graduate/Undergraduate,Lab,Year,Keywords
Animal Sciences (ANSC),ANSC 605,- Poultry Production and Health Management,"This course focuses on understanding how the management practices used in raising domestic poultry can promote the production of healthy birds. Discussion centers on chickens in both large and small commercial flocks. Topics covered include breed and stock selection, anatomy &amp; physiology, hatcher and brooder management, commercially important diseases, biosecurity and preventative health care, applicable food safety practices, and welfare. Students will gain hands-on experience working with live poultry during this course. Prereq: ",Undergraduate,FALSE,2020-2021,"['breed', ' chicken', 'food', 'management practice', ' poultry ', ' raisin']"
Animal Sciences (ANSC),ANSC 609,- Principles of Animal Nutrition,Applied animal nutrition and nutrient metabolism. Prereq: one year of chemistry; one semester of physiology.,Undergraduate,FALSE,2020-2021,"[' animal', ' metaboli', ' nutri']"
Animal Sciences (ANSC),ANSC 612,- Genetics of Domestic Animals,Application of basic and molecular genetics to the diagnosis and control of inherited diseases of domestic animals and application of quantitative genetics for the improvement of economically important traits of farm animals. Prereq:,Undergraduate,FALSE,2020-2021,"[' animal', 'farm']"
Animal Sciences (ANSC),ANSC 615,- Dairy Farm Internship,An internship on a commercial dairy farm allowing the student day-to-day management of a herd of Holstein cows health and management (animal and financial) are studied. Homework and monthly exams. Dairy Management majors only. Permission required.,Undergraduate,FALSE,2020-2021,"[' cow', ' dairy ', 'farm']"
Animal Sciences (ANSC),ANSC 625,- Animal Diseases,"This course focuses on concepts of animal health and disease primarily as they relate to domestic agricultural species. Basic principles of diagnosis, transmission treatment, and prevention are introduced and applied to the presentation of specific disease conditions. The course is divided into sections that focus on the primary body system that is affected by the disease or disorder and a heavy emphasis is placed on learning the skills necessary to recognize and prevent disease. Prereq: ",Undergraduate,FALSE,2020-2021,"['agri', ' animal']"
Animal Sciences (ANSC),ANSC 635,- Nonprofit Management for Agriculture Business,"This course is designed to give students an opportunity to focus on the agriculture industry relative to specific operational topics for nonprofit businesses. Case studies will include therapeutic riding, agricultural nonprofits, animal welfare/rescue field, animal or agricultural educational programs and nonprofit foundations and the growing field of animal and plant therapy. Topics include; legal structure and organization, credentialing, developing a strategic plan, creating and managing a board of directors, staff and volunteer management, risk management and insurance, fundraising, marketing and public relations, using social media and public accountability. Special consideration will be given to understanding and utilizing financial statements to drive the business and fundraising efforts. The course will involve lecture and project management allowing student to examine similar agricultural business operations in order to enhance practical understanding of topics covered for a final project. Course is offered biennially, in the Spring semester of even-numbered years.",Undergraduate,FALSE,2020-2021,"['agri', ' animal']"
Animal Sciences (ANSC),ANSC 650,- Dairy Industry Travel Course," Extended field trip to a variety of dairy farms and dairy related businesses in the Northeast with students and faculty from other New England land grants. Includes discussion sessions, case study, problem solving, and journal report. Prereq: permission. Special fee.",Undergraduate,FALSE,2020-2021,"[' dairy ', 'farm', 'land']"
Animal Sciences (ANSC),ANSC 698,- Cooperative for Real Education in Agricultural Management (CREAM),"CREAM (Cooperative for Real Education in Agricultural Management) is a 2-semester course in which students perform the work and make the financial management decisions associated with the CREAM dairy herd. Students assume complete responsibility for the management and care of the 25-cow herd for the entire academic year. CREAM provides students with a unique experiential learning model that will help them understand how to work together to manage and operate a small business, the decision-making skills required in production agriculture and the application of science to the management of a dairy herd. Two semesters of 4 cr. each are required. Prereq:  ",Undergraduate,FALSE,2020-2021,"['agri', ' dairy ']"
Animal Sciences (ANSC),ANSC 708,- Ruminant Nutritional Physiology," Anatomy of the ruminant gastrointestinal tract, physiological factors related to rumen function, and microbial and whole-body metabolism of carbohydrates, protein, and lipids.  Prereq: ",Graduate,FALSE,2020-2021,"[' carbohydrate', 'gastro', ' lipid', ' metaboli', ' protein', ' rumen', ' rumina']"
Animal Sciences (ANSC),ANSC 710,- Dairy Nutrition," Feeding management of dairy cattle. Emphasis on feedstuffs, nutritional requirements, and diet formulation for efficient production and optimum health.  Prereq: ",Graduate,FALSE,2020-2021,"[' cattle', ' dairy ', ' diet', ' nutri']"
Animal Sciences (ANSC),ANSC 715,- Physiology of Lactation," Examines the biological and biochemical influences of the lactation process.  Emphasis on the physiological effects of environments, hormones, and nutrition on milk synthesis and secretion, mammary physiology, and maternal response. Prereq: ",Graduate,FALSE,2020-2021,"[' lactat', ' milk ', ' nutri']"
Animal Sciences (ANSC),ANSC 724,- Reproductive Management and Artificial Insemination," Focus on goals and fundamentals of reproductive management of horses, dairy and livestock animals, and through actual experience, development of competency in performing modern breeding techniques for equine and bovine reproduction. Permission required.  Special fee.  Lab.",Graduate,FALSE,2020-2021,"[' animal', 'bovine', 'breed', ' dairy ', ' livestock ']"
Animal Sciences (ANSC),ANSC 727,- Advanced Dairy Management I," Advanced management evaluation of milking procedures, reproduction, genetics, herd health, feeding, housing, and milking systems. Prereq: junior or senior standing; permission.",Graduate,FALSE,2020-2021,[' milking ']
Animal Sciences (ANSC),ANSC 750,- Collaborative Farm Design and Development,"As a semester long group project, students will design an economically feasible, fully operational, diversified small farm. Students will need to consider site selection, infrastructure, equipment, labor, animal production and health, financing options, marketing and sales, etc. in their design. The final project will be presented in both an oral and a written format. Independent initiative and group collaboration are both integral to success in this project. Writing intensive.",Graduate,TRUE,2020-2021,"[' animal', 'farm']"
Animal Sciences (ANSC),ANSC 795,- Investigations,"Investigations in genetics, nutrition, management, diseases, histology, equestrian management/agribusiness, physiology, cell biology, microbiology, dairy management, or teaching experience. Prereq: permission.",Graduate,FALSE,2020-2021,"['agri', ' dairy ', ' nutri']"
Animal Sciences (ANSC),ANSC 795W,- Investigations," Investigations in genetics, nutrition, management, diseases, histology, equestrian management/agribusiness, physiology, cell biology, microbiology, dairy management, or teaching experience. Prereq: permission.",Graduate,FALSE,2020-2021,"['agri', ' dairy ', ' nutri']"
Anthropology (ANTH),ANTH 501,- World Archaeological Cultures,"The development of prehistoric cultures worldwide offered in the following sections: A) North America; B) Mesoamerica; C) South America; D) Near East; E) Europe; F) Asia. North America: from earliest settlement to European contact, includes Eastern Woodlands, The Plains, and the Southwest. Mesoamerica: from earliest cultures through Spanish conquest, includes the Olmec, Maya, and Aztec civilizations. South America: Cultural development from earliest migrations to the Inca Empire. Near East: from earliest agricultural villages to the world's first civilizations.",Undergraduate,FALSE,2020-2021,"['agri', 'land']"
Anthropology (ANTH),ANTH 510,"- Animals, Identity, and Culture ","This course explores the roles of identity and culture in shaping the relationships humans form with other animals. A range of relationships are investigated, including those that figure animals as beings sharing in personhood, as prey, as technologies, as workers, as food, and as family. Inspired by the explosion of new research in multiple disciplines, this course emphasizes cross-cultural and transhistorical variations, while also exploring some of the biosocial features humans share with other animals.",Undergraduate,FALSE,2020-2021,"[' animal', 'food']"
Anthropology (ANTH),ANTH 674,- Archaeological Survey and Mapping in Belize,"Involves hands-on training in field reconnaissance, survey and mapping of archaeological sites, and the use of ARCGIS mapping software. This field course takes place in Belize (Central America) and will be of interest to students studying anthropology, geography and geospatial technologies, among others. Special fee.",Undergraduate,FALSE,2020-2021,['geospatial']
Anthropology (ANTH),ANTH 695,- Globalization and Global Population Health,"This course traces how political economies drive global movements of people, diseases, and health interventions. It takes a multidisciplinary approach through medical anthropology and humanities, public health, and sustainability, looking at: histories of health intervention and biomedical technologies; under-development; shifting public-private sector governance; humanitarianism, cultural knowledge, expertise, and translation; and health-related social justice approaches and liberation theologies. Topics may include: epidemics, non-communicable diseases, metabolic disorders, substance abuse, violence, injury, and aging.",Undergraduate,FALSE,2020-2021,[' metaboli']
Applied Animal Science (AAS),AAS 421,- Large Animal Behavior and Handling Techniques," Introduction to domestic large animal behavior and handling techniques. Cattle, horses, swine, and sheep are used in this course. Students perform routine health-related procedures and gain valuable hands-on skills and safe animal handling techniques which can be applied to the fields of veterinary medicine, animal research, commercial agriculture, and animal control. 1 lec/1 lab.",Undergraduate,TRUE,2020-2021,"['agri', ' animal', ' sheep ', ' swine']"
Applied Animal Science (AAS),AAS #422,- Small Animal Grooming I,"Introduction to pet grooming. Course covers the techniques and styles of brushing, grooming, clipping, trimming, and bathing common breeds of dogs and cats. Students perform basic grooming in lab period. Special fee for non-TSAS students. 1 lec/1 lab.",Undergraduate,TRUE,2020-2021,['breed']
Applied Animal Science (AAS),AAS 423,- Dairy Selection,"Selection techniques used in cattle for purchase, breeding, and genetic improvement through the use of visual evaluation, pedigrees, production, and progeny information. 1 lec/1 lab. Special Fee.",Undergraduate,TRUE,2020-2021,"['breed', ' cattle', ' pedigree']"
Applied Animal Science (AAS),AAS 425,- Introduction to Dairy Herd Management," The course explores economic, scientific and practical aspects of dairy herd management. The topics covered include history, cattle selection, nutrition, housing, milking, and disease prevention strategies. There are a number of field trips and weekly labs emphasizing management and hands-on experience.",Undergraduate,TRUE,2020-2021,"[' cattle', ' dairy ', ' nutri']"
Applied Animal Science (AAS),AAS 428,- Anatomy and Physiology of Domestic Animals,"An overview course describing the anatomy (structure) and physiology (function) of domestic animals, focusing on canine, feline, equine, and bovine species. Anatomic and physiologic topics are intertwined as the course progresses through each body system. Relevant species differences are stressed. Focus is on applied concepts appropriate for animal-related careers. Special Fee.",Undergraduate,FALSE,2020-2021,"[' animal', 'bovine']"
Applied Animal Science (AAS),AAS 432,- Introduction to Forage and Grassland Management,"Introduction to grasslands of the world and their management. Special emphasis on the identification, production, and utilization of New England forage crops for feeding domestic farm animals. The course includes the selection of local plant species and varieties, including their management and recommended harvesting practices. The course also includes a basic introduction to soils, as well as nutrient and fertility management.",Undergraduate,FALSE,2020-2021,"[' animal', 'crop', 'farm', ' feeding ', 'forage', 'harvest', 'land', ' nutri', ' soil']"
Applied Animal Science (AAS),AAS 434,- Equipment and Facilities Management,Operation of agricultural equipment and maintenance of agricultural facilities as found in New England. Development of the essential skills and technical information needed to manage and supervise agricultural facilities and equipment. 2 lec/1 lab.,Undergraduate,TRUE,2020-2021,"['agri', 'land']"
Applied Animal Science (AAS),AAS 439,- Fundamentals of Animal Health,"Covers the principles of maintaining animal health by preventing and managing disease via husbandry, immunization, diagnostic testing and treatment. Focus is on domestic species; primarily dogs, cats, horses and cows. Topics include external and internal parasitology, microbiology, immunology including vaccination, and disease treatment. Course is designed to be taken along with the appropriate lab section: AAS 439A for Applied Animal Science majors or AAS 439B for VTEC majors, respectively. No credit earned if credit was received for VTEC 439.",Undergraduate,TRUE,2020-2021,"[' animal', ' cow']"
Applied Animal Science (AAS),AAS #445,- Veterinary Assisting Techniques,"Course is designed to prepare students to enter veterinary practice as a veterinary assistant. Topics include veterinary pharmaceuticals; animal nursing including record keeping, patient observation, husbandry, and disease control; surgical preparation and assisting including surgical instrumentation, sterilization and patient management; laboratory sample collection and handling; and diagnostic imaging including radiography safety, patient positioning, radiographic film processing and filing, and ultrasound. Required for completion of the veterinary assisting certificate.",Undergraduate,TRUE,2020-2021,[' animal']
Applied Animal Science (AAS),AAS 527,- Companion Animal Diseases,"Common diseases in companion animals discussed system by system; emphasis on canine, feline, equine, and ruminant species. Other species covered based on class interest. Disease pathogenesis, diagnosis, and treatment are covered. Care-based learning includes developing differential diagnosis lists and technician evaluations and interventions. ",Undergraduate,FALSE,2020-2021,"[' animal', ' rumina']"
Applied Animal Science (AAS),AAS 574,- Dairy Cattle Disease Seminar," Covers principles of the immune response, immunological basis for disease control, and emphasizes management practices to prevent disease and maintain optimal animal health in dairy cattle. Numerous guest lecturers, field and case studies, and emphasis on current topics of interest to the industry.",Undergraduate,FALSE,2020-2021,"[' animal', ' cattle', ' dairy ', 'management practice']"
Applied Animal Science (AAS),AAS 591,- Studies,"Students who have the ability and adequate preparation to work independently may propose a contract to design a course or research project on a topic not available through existing course offerings. The purpose of this research is to explore new areas in the student's field of study or to pursue course material in greater depth. Work is supervised by an appropriate faculty/staff member and credit varies depending on the proposed project/research. Areas may include dairy, light horses, livestock, poultry, meats, forages, management, small animals, or general animal science. Permission required.",Undergraduate,TRUE,2020-2021,"[' animal', 'forage', ' meat']"
Applied Animal Science (AAS),AAS #592,- Studies,"Students who have the ability and adequate preparation to work independently may propose a contract to design a course or research project on a topic not available through existing course offerings. The purpose of this research is to explore new areas in the student's field of study or to pursue course material in greater depth. Work is supervised by an appropriate faculty/staff member and credit varies depending on the proposed project/research. Areas may include dairy, light horses, livestock, poultry, meats, forages, management, small animals, or general animal science. Permission required.",Undergraduate,TRUE,2020-2021,"[' animal', 'forage', ' meat']"
Applied Animal Science (AAS),AAS 597,- Applied Animal Science Work Experience,"Employment (12 weeks, generally in the summer following the first year) in an approved animal-related position. Cr/F.",Undergraduate,FALSE,2020-2021,[' animal']
Art History (ARTH),ARTH 444B,- The Business of Art,"This course explores the relationship between art and money from a variety of perspectives. Topics will range from the art market boom in seventeenth-century Holland, to money as subject matter in twentieth-century art. How do we determine the value of art? How do markets influence taste? How do we define authenticity? What is at stake in the opposition between art and money, and can they be reconciled?.",Undergraduate,FALSE,2020-2021,"['land', ' taste']"
Art History (ARTH),ARTH 480,- Introduction to Art History,"Analysis of the central forms and meanings of art history through intensive study of selected artists and monuments. Includes works of architecture, sculpture, painting, and the graphic arts. Topics will vary but might include the Parthenon, Chartres Cathedral, Michelangelo's Sistine Chapel ceiling. Rembrandt's self-portraits, Monet's landscapes, Picasso's Guernica, Frank Lloyd Wright's Falling water, Georgia O'Keeffe's abstractions, ukiyo-e prints, and Benin sculpture.",Undergraduate,FALSE,2020-2021,['land']
Art History (ARTH),ARTH 583,"- Baroque Art: Realism, Caricature, Shock ","The last period of Italian world prominence in the visual arts, the Baroque witnessed a shift of artistic power toward Spain, France, and the Netherlands. The private collecting of pictures, controversies over the legitimacy of religious images, the exploration of etching, pastels, and monotypes, and the serious pursuit of less august subject matter for the visual arts all served to separate Baroque art from its esteemed predecessor, the Renaissance. Bernini, Borromini, Caravaggio, Velazquez, Rembrandt, Rubens, and Poussin are among the artists to be studied. Prereq: One 400-level art history or permission of the instructor.",Undergraduate,FALSE,2020-2021,['land']
Art History (ARTH),ARTH 654,- 17th and 18th Century American Architecture,"Chief architectural styles and significant buildings from the European colonization to the birth of the American republic. A study of religious, public, and domestic architecture and of the settlement patterns of the Spanish, French, Dutch, and English colonies, culminating in the revolutionary classicism of the new republic. Typical works include the California mission church, the New Orleans raised cottage, the Dutch farm house of the Hudson Valley, the plantations of Virginia, and the Boston State House. Field trips. Prereq: one 400 level or 500 level art history course.",Undergraduate,FALSE,2020-2021,['farm']
Art History (ARTH),ARTH 679,- Northern Renaissance Art I,"Painting, sculpture, graphic arts, and manuscript illumination in France, Germany, and the Netherlands in the 14th and 15th centuries. Emphasis on the development of the traditions of Northern naturalism and the emergence in 15th-century Flanders of a distinct Renaissance consciousness, which runs parallel to contemporary trends in Italy. Major figures include the Limbourg brothers, Claus Sluter, Jan van Eyck, and Hugo van der Goes. Prereq: one 400- or 500-level art history course.",Undergraduate,FALSE,2020-2021,['land']
Art History (ARTH),ARTH 680,- Iconoclasm and Collecting: The Art of Early Modern Northern Europe,"The sixteenth century in northern Europe was a time of tumult, religiously, politically, and economically. We will study a formative early phase in the challenge to create an art during ideologically-fraught times (including amusing art), from Bosch's weird monsters to Bruegel's vast landscapes. Prints and drawings greatly expanded the market for art, its capabilities to explore new imagery, and its geographical reach. Lucas van Leyden, key predecessor of Rembrandt, Durer, and unusually well-traveled artist and ambitious to create an art theory for Germans, Holbein, one of whose portraits caused an international debacle, and Bruegel, who turns his back on traditional ambitions, were all valued for their works on paper as well as their paintings.",Undergraduate,FALSE,2020-2021,['land']
Art History (ARTH),ARTH 693,- American Art,"A chronological survey of American painting and sculpture from the European colonization to the New York Armory Show of 1913, with emphasis on portraiture, narrative, still-life, and landscape painting. Examination of stylistic and thematic developments from the Puritan and Georgian New England portrait, the heroic narrative of the Revolutionary era, the romantic landscape to the realism of the post-Civil War era and the birth of modernism. Typical works include Copley's Portrait of Paul Revere, Cole's Course of Empire, Homer's Fog Warning, Cassatt's At the Opera, and Eakin's Max Schmitt in a Single Scull. Prereq: one 400- or 500-level art history course; or instructor permission.",Undergraduate,FALSE,2020-2021,['land']
Art History (ARTH),ARTH 694,- Vision and Modernity: From Panorama to Early Film,"A chronological survey of American painting and sculpture from the European colonization to the New York Armory Show of 1913, with emphasis on portraiture, narrative, still-life, and landscape painting. Examination of stylistic and thematic developments from the Puritan and Georgian New England portrait, the heroic narrative of the Revolutionary era, the romantic landscape to the realism of the post-Civil War era and birth of modernism. Typical works include Copley's Portrait of Paul Revere, Cole's Course of Empire, Homer's Fog Warning, Cassatt's At the Opera, and Eakin's Max Schmitt in a Single Cull. Prereq: one 400- or 500-level art history course; or instructor permission.",Undergraduate,FALSE,2020-2021,['land']
Art History (ARTH),ARTH 697,- Topics in Asian Art,"A thematic study of the major artistic achievements in India, China, and/or Japan from pre-history to the twentieth century. Works of art in various media, including painting, sculpture, ceramics, calligraphy, prints, architecture, and gardens, will be examined in relation to philosophical concepts and to their cultural/historical contexts. May be repeated twice with different topics. Prereq: one 400- or 500-level art history course ; or instructor permission.",Undergraduate,FALSE,2020-2021,['garden']
Arts/History & Studio (ARTS),ARTS 612,- Interaction & Game Design,"This course is an exploration of the principles of interaction design as they relate to physical and digital space, with a focus on designing user-centered artifacts, games, and experiences. Theoretical concepts like ethnography, user-testing, and the use of mapping in design will be explored. We will also examine the landscape of technology as it relates to interaction, and the use of appropriate tools and software to create prototypes and functioning digital designs.",Undergraduate,FALSE,2020-2021,['land']
Athletic Training (AT),AT 507,- Concepts of Athletic Training Lab,Theory and techniques of protective taping and wrapping to prevent common athletic injuries. Techniques of transfer and transportation of injured athletes. Identification of anatomical landmarks. Observation and practice in the University athletic training rooms. Special fee.,Undergraduate,FALSE,2020-2021,['land']
"Biochemistry, Molecular & Cellular Biology (BMCB)",BMCB 501,- Biological Chemistry,"Survey of the molecular basis of life with a focus on the mechanisms of biochemical reactions in metabolic pathways, beginning with an overview of functional groups and organic reactions relevant for living organisms. Bioenergetics of carbohydrate, lipid, and nitrogen metabolic pathways. Prereq: ",Undergraduate,FALSE,2020-2021,"[' carbohydrate', ' lipid', ' metaboli', ' nitrogen']"
"Biochemistry, Molecular & Cellular Biology (BMCB)",BMCB 658,- General Biochemistry,"Comprehensive, introductory course emphasizing the cellular metabolism and the structure and function of proteins, nucleic acids, carbohydrates, and lipids. Prereq: ",Undergraduate,FALSE,2020-2021,"[' carbohydrate', ' lipid', ' metaboli', ' protein']"
"Biochemistry, Molecular & Cellular Biology (BMCB)",BMCB 658A,- General Biochemistry,"Comprehensive, introductory course emphasizing the cellular metabolism and the structure and function of proteins, nucleic acids, carbohydrates, and lipids. This course is intended for programs that do not require a biochemistry laboratory. Prereq: ",Undergraduate,TRUE,2020-2021,"[' carbohydrate', ' lipid', ' metaboli', ' protein']"
"Biochemistry, Molecular & Cellular Biology (BMCB)",BMCB 750,- Physical Biochemistry,"Structure, interactions, and physical-chemical properties of biomolecules.  Thermodynamic, kinetic, and spectroscopic methods for the study of proteins and nucleic acids. Prereq: ",Graduate,FALSE,2020-2021,[' protein']
"Biochemistry, Molecular & Cellular Biology (BMCB)",BMCB 751,- Principles of Biochemistry,"In-depth survey of biochemistry: macromolecular structure; structure and function of proteins, nucleic acids, carbohydrates, and lipids; introduction to metabolic pathways. Prereq: ",Graduate,FALSE,2020-2021,"[' carbohydrate', ' lipid', ' metaboli', ' protein']"
"Biochemistry, Molecular & Cellular Biology (BMCB)",BMCB 752,- Principles of Biochemistry,"In-depth survey of biochemistry: metabolism of amino acids, nucleotides, carbohydrates and lipids; synthesis and regulation of macromolecules; molecular biology of the eukaryotic cell. Prereq: ",Graduate,FALSE,2020-2021,"[' amino acid', ' carbohydrate', ' lipid', ' metaboli']"
"Biochemistry, Molecular & Cellular Biology (BMCB)",BMCB 753,- Cell Culture," Principles and technical skills fundamental to the culture of animal and plant cells, tissues, and organs. Introduction to the techniques of sub-culturing, establishing primary cultures, karyotyping, serum testing, cloning, growth curves, cryopreservation, hybridoma formation and monoclonal antibody production, and organ cultures. Application of cell culture to contemporary research in the biological sciences. Prereq: ",Graduate,FALSE,2020-2021,[' animal']
"Biochemistry, Molecular & Cellular Biology (BMCB)",BMCB 755,- Laboratory in Biochemistry and Molecular Biology,"Application of modern techniques to the characterization and purification of biomolecules, with an emphasis on proteins and nucleic acids. Analysis of enzyme kinetics and basic techniques used in molecular biology. Prereq: ",Graduate,FALSE,2020-2021,[' protein']
"Biochemistry, Molecular & Cellular Biology (BMCB)",BMCB 763,- Biochemistry of Cancer,"Evaluation of the hallmarks of cancer, including molecular mechanisms of carcinogenesis, roles of oncogenes and dysregulated cell development, function and metabolism, tumor immunology, and the biological basis of cancer therapy. Prereq: ",Graduate,FALSE,2020-2021,[' metaboli']
"Biochemistry, Molecular & Cellular Biology (BMCB)",BMCB 794,- Protein Structure and Function,Analysis of how the three-dimensional architecture of soluble and membrane proteins contributes to their biochemical function; methods for determining the structure of proteins; protein folding; protein targeting; mechanisms of enzyme catalysis. Computer resources used for protein modeling and structural prediction. Prereq:,Graduate,FALSE,2020-2021,[' protein']
Bioengineering (BENG),BENG 755,- Computational Molecular Bioengineering,"Introduction to fundamental concepts in bioengineering with primary emphasis on understanding details of biomolecular structures integrated with molecular modeling, simulation, and visualization techniques. The course will introduce structural details of various biomolecules (proteins, nucleic-acids, sugars, and lipids), followed by concepts in thermodynamics and physical chemistry (such as intermolecular forces, energy, entropy, chemical potential, and Boltzmann's distribution), the applications of which will be discussed in the context of drug-receptor interactions, molecular recognition, biomolecular folding, enzyme catalysis, allosteric communication, diffusion, and transport. The laboratory will include training and learning about advanced simulation and visualization software engines. Preference will be given to bioengineering majors.",Graduate,TRUE,2020-2021,"[' lipid', ' sugar']"
